,Unnamed: 0,ra_1,dec_1,TYPE,g,r,z,w1,w2,rg_EXP,rg_DEV,fluxg,fluxr,fluxz,fluxw1,fluxw2,shapeexp_e1,shapeexp_e2,shapedev_e1,shapedev_e2,col1,ra_2,dec_2,redshift,weight,mass_stellar,Separation
140928,140959,145.0006735,1.243749679,DEV,19.96489045,19.28557159,18.26754446,19.16459401,21.67856456,0,3.142808,10.328656,19.309515,49.31536,21.585514,2.1309545,0,0,-0.107144915,0.07561645,182308,145.00067,1.24368,0.15071,1,9.79254,0.251151529
142711,142743,145.9153946,33.34375359,DEV,19.91415171,18.02058595,16.92683709,16.08883594,16.60048357,0,4.2009735,10.822792,61.910686,169.53726,366.83066,228.98476,0,0,-0.13605094,0.04935423,444022,145.91544,33.34375,0.49088,1,12.14037,0.137088181
142782,142814,145.9313726,15.33493188,DEV,19.14706171,18.10119485,17.26254732,17.06710438,16.95465565,0,4.1367626,21.936903,57.4807,124.44604,148.99039,165.24858,0,0,0.18373027,-0.15429518,339526,145.93143,15.33485,0.24527,1,11.17442,0.355912582
143531,143563,146.2658229,7.156632003,DEV,19.96129645,18.62791155,17.6899325,16.95436916,17.57442799,0,4.142633,10.362903,35.38632,83.95122,165.29219,93.37461,0,0,0.052237403,0.01773395,219315,146.26584,7.15661,0.52728,1,11.40157,0.099947197
144581,144615,146.8889397,22.48994268,DEV,20.16502852,18.94841591,17.97734678,17.20382033,17.65028488,0,8.449104,8.58991,26.341084,64.42602,131.36264,87.07351,0,0,-0.3586377,-0.120785356,407443,146.88889,22.48994,0.58591,1,11.52359,0.16550637
144667,144701,146.8644104,9.328677568,DEV,20.08756583,18.1626764,17.14320627,16.30973303,16.82684113,0,3.30968,9.225155,54.316208,138.90488,299.30005,185.89322,0,0,0.15704761,-0.028306464,359238,146.8644,9.32867,0.44804,1,11.99878,0.045912594
144746,144780,147.026214,24.62288336,DEV,19.91839703,18.917191,18.22941936,17.90701116,18.22409383,0,3.7443578,10.780557,27.10963,51.07781,68.737785,51.32896,0,0,-0.3266508,-0.5205615,405356,147.02618,24.62291,0.21156,1,10.76638,0.146975833
144950,144985,147.1152605,25.35072436,DEV,20.18284134,18.81754728,17.77333254,17.14477555,17.81721608,0,5.924456,8.450131,29.715366,77.74402,138.70425,74.6644,0,0,0.093992576,-0.11052752,406792,147.11528,25.35068,0.54903,1,11.99515,0.171816522
145327,145362,147.2160118,16.99233614,DEV,20.05645159,18.99350679,18.11680236,17.1830663,17.8055798,0,2.8489532,9.493347,25.269537,56.660324,133.89781,75.46891,0,0,0.12815142,0.023087459,335745,147.21599,16.99231,0.67033,1,11.53675,0.120372985
145700,145735,147.3259486,31.46724128,DEV,20.09372565,18.81622062,17.90431295,17.29851076,17.5659529,0,3.7520964,9.172965,29.751698,68.90882,120.391464,94.10633,0,0,-0.007419742,-0.15270683,387367,147.32593,31.46725,0.4757,1,11.65013,0.065072964
146116,146152,147.7408246,0.525458072,DEV,19.03985398,18.1162813,17.49780188,17.73163539,17.8428075,0,7.1247916,24.213547,56.687523,100.20266,80.78781,72.925095,0,0,-0.15009548,0.3406018,32398,147.74074,0.52536,0.20135,1,10.56335,0.466204736
146763,146799,147.9210722,29.3538694,DEV,20.1923634,18.45323957,17.40478128,16.63951067,17.19809863,0,3.89389,8.376347,41.56274,109.16602,220.90001,132.05673,0,0,-0.087196015,-0.0843574,444093,147.92105,29.35389,0.48124,1,11.98445,0.101674082
147226,147262,148.2083072,1.609484207,DEV,20.13633351,18.28769806,17.23067612,16.45123676,17.00622286,0,3.4474242,8.81996,48.408405,128.15323,262.72736,157.58354,0,0,0.047822114,-0.06344843,207672,148.20828,1.60944,0.47965,1,11.94574,0.186931386
147279,147315,148.0425238,7.489623669,DEV,19.19032378,18.55168397,18.11804757,18.61000564,19.49702063,0,8.335126,21.079994,37.96002,56.59538,35.974747,15.892483,0,0,0.031187609,0.16258188,220666,148.04256,7.48963,0.22602,1,10.3325,0.131201678
147353,147389,148.0517081,24.15210538,DEV,20.00414271,18.44200537,17.41340351,16.99644895,17.37796511,0,4.3076506,9.961917,41.995026,108.30253,159.00853,111.89584,0,0,0.001363048,0.03610596,406095,148.05171,24.15208,0.29706,1,11.57833,0.091579383
148359,148396,148.5693332,10.74009148,DEV,20.08545484,18.57347096,17.5898451,17.01014409,17.54890797,0,4.2360325,9.243109,37.205883,92.05809,157.01544,95.59536,0,0,-0.36222416,-0.000728074,291669,148.56937,10.74009,0.49302,1,11.70029,0.130305109
148513,148550,148.9016371,4.963605543,DEV,20.12500749,18.97358285,17.75037737,16.86655729,17.49965786,0,7.2239084,8.912448,25.73753,79.40522,179.21613,100.03152,0,0,0.10613307,0.20487192,201498,148.9016,4.96361,0.72101,1,11.91724,0.134096044
149344,149382,149.2274658,28.80989424,DEV,19.93923661,18.68934961,17.6128959,16.47289415,17.10580382,0,4.0302978,10.575608,33.43953,90.124245,257.5386,143.77338,0,0,0.11563099,-0.048463374,391061,149.22749,28.80987,0.58735,1,11.76577,0.116009052
149636,149674,149.1350181,29.56830515,DEV,19.75685422,18.2523661,17.2004967,16.39549305,16.86693711,0,6.3519964,12.510029,50.00962,131.76538,276.56854,179.15344,0,0,-0.21522045,-0.04813003,390426,149.1349,29.56829,0.48429,1,11.7038,0.373723974
149772,149811,149.1885018,20.61169849,DEV,19.8750577,18.56281787,17.49412478,16.83850553,17.41034453,0,7.094995,11.219588,37.57274,100.542595,183.9068,108.60809,0,0,-0.19186959,0.07471627,416321,149.18852,20.61168,0.58051,1,11.84019,0.090446083
149815,149854,149.1546057,29.18470314,DEV,19.83943642,18.52582485,17.53856515,16.85893861,17.17275486,0,3.6841562,11.59379,38.87497,96.51036,180.47812,135.17552,0,0,0.40873,-0.44063866,391408,149.1546,29.18469,0.2154,1,11.20094,0.050584611
149829,149868,149.1636877,31.01503896,DEV,20.10319588,18.28277022,17.25622331,16.51179216,17.00088281,0,3.3308554,9.093303,48.628616,125.173004,248.47525,158.3605,0,0,-0.008328141,0.001274325,444011,149.1637,31.01503,0.46864,1,12.02884,0.049889712
149975,150014,149.2113573,4.016002166,DEV,20.06146477,18.23262924,17.21930729,16.40004134,16.93847197,0,2.87276,9.449615,50.927025,129.50218,275.41238,167.73018,0,0,-0.01318219,-0.000234068,207848,149.21136,4.01601,0.45032,1,11.90264,0.029822514
150279,150318,149.4201165,16.03751155,DEV,20.18994918,19.0293217,18.241811,17.07998078,17.23118416,0,1.1766351,8.394993,24.449575,50.498165,147.23386,128.09328,0,0,0.060709495,0.08813586,339583,149.42012,16.0375,0.55581,1,11.49887,0.043320991
150398,150437,149.5281925,8.442082397,DEV,19.9853179,18.79304776,17.63321817,16.77873562,17.3604362,0,8.878568,10.136146,30.393513,88.45303,194.31474,113.71703,0,0,-0.08793476,-0.020078516,288033,149.52824,8.44206,0.62578,1,11.79211,0.187366205
150573,150612,149.6930294,-1.514563132,DEV,19.39917225,18.01423997,17.26657446,17.11323805,17.52203963,0,2.4401088,17.391262,62.273605,123.985306,142.7923,97.99054,0,0,0.14254525,0.10359378,33846,149.69299,-1.5147,0.23916,1,11.40023,0.512707793
150672,150711,149.64839,2.818716302,DEV,19.9120145,18.29106916,17.17821055,16.29963874,16.87727836,0,3.883489,10.844117,48.258335,134.49799,302.09567,177.45517,0,0,0.003636003,-0.008382446,207780,149.64835,2.81872,0.34455,1,11.84317,0.144314506
151942,151981,150.2302502,5.560363186,DEV,20.06290992,18.91571212,17.86176447,17.31255314,17.86565503,0,6.9649167,9.437045,27.146582,71.66287,118.844406,71.40654,0,0,-0.121724434,0.0098508,210279,150.23012,5.56042,0.57361,1,11.42551,0.509453834
152373,152412,150.5357805,32.99010175,DEV,19.79524984,18.38582407,17.45879171,17.01031239,17.49768813,0,5.993254,12.075359,44.225258,103.86837,156.9911,100.21316,0,0,-0.03127438,0.07908835,468914,150.53577,32.99012,0.50747,1,11.81055,0.072898561
152865,152904,150.7888776,7.292533103,DEV,19.35376992,18.04559835,17.02127592,16.6226695,17.18620017,0,12.07637,18.133934,60.500736,155.41382,224.35316,133.51189,0,0,-0.38190284,0.14165877,278079,150.78899,7.29257,0.55315,1,11.61753,0.42294043
153182,153221,150.7096941,32.07902632,DEV,19.96395572,18.89526782,17.97196287,17.28365171,17.2009171,0,2.7415578,10.337552,27.662592,64.746284,122.05043,131.71437,0,0,0.37045825,0.15361834,471730,150.70966,32.07902,0.18955,1,10.76932,0.106362279
153235,153274,150.9708727,-2.985584565,DEV,18.5142948,18.88737015,19.33684238,18.90383959,17.9446847,0,0.5744291,39.290005,27.864544,18.418873,27.445059,66.393585,0,0,0.40515366,0.18840985,38377,150.97086,-2.98563,0.08734,1,8.93625,0.169805989
153381,153420,150.7891975,25.46103242,DEV,19.74512411,18.85649635,18.28158809,18.949106,19.57832536,0,1.8972024,12.645918,28.668268,48.68159,26.324347,14.7458515,0,0,-0.21823119,-0.118053794,490147,150.78925,25.46101,0.11123,1,9.62559,0.188717076
153459,153498,150.8531479,10.51410033,DEV,20.1001796,18.21185544,17.22096343,16.42656076,16.95121364,0,2.431177,9.1186,51.910812,129.3048,268.76685,165.77328,0,0,-0.1293475,-0.06166885,359211,150.85315,10.51409,0.44765,1,12.08323,0.037946453
153974,154013,151.2676122,4.731967436,DEV,19.77519032,18.10259852,17.06291873,16.32393891,16.82596756,0,4.1402493,12.300531,57.406437,149.56587,295.4095,186.04285,0,0,0.15328138,-0.039718755,207812,151.26759,4.73193,0.45771,1,11.94672,0.156604403
154108,154147,151.3404492,22.1946924,DEV,20.19293836,18.31361879,17.28690216,16.48572807,17.00197565,0,3.2302868,8.371912,47.266396,121.685585,254.5123,158.20119,0,0,0.13566692,0.028481064,471309,151.34045,22.19468,0.46755,1,12.06421,0.044730878
155598,155637,151.8300421,28.90143626,DEV,20.15668689,18.89483723,17.93998418,17.05749881,17.5409973,0,5.421971,8.656159,27.673565,66.68165,150.31436,96.29441,0,0,-0.007878264,-0.11015231,482768,151.83008,28.90145,0.5304,1,11.47955,0.129169163
156219,156258,152.1316142,22.9672319,DEV,20.17826158,18.81535397,17.81740903,16.89881723,17.40511687,0,3.1094816,8.48585,29.775455,74.65113,173.9695,109.132286,0,0,0.03889328,0.062532365,493459,152.13162,22.96723,0.57638,1,11.9215,0.020312728
156794,156833,152.4454195,9.520154493,DEV,20.11728172,18.76774682,17.79965695,16.89973343,17.44296864,0,3.5077612,8.976092,31.11009,75.88173,173.82275,105.39319,0,0,-0.18157893,-0.048090816,288498,152.44543,9.52019,0.54388,1,11.75516,0.133175271
157131,157170,152.7817152,17.33450302,DEV,19.87025246,18.09223753,17.11670939,16.48022312,17.08304525,0,6.4267435,11.269354,57.95688,142.33649,255.80602,146.81888,0,0,-0.05367921,0.19679406,360143,152.78168,17.33447,0.44723,1,12.05387,0.169716301
157334,157373,152.6850598,22.9008621,DEV,19.82554996,18.02283139,16.97906205,16.24080938,16.7214982,0,5.2086616,11.743026,61.78278,161.57538,318.91595,204.83337,0,0,0.19991103,0.07694279,506923,152.68501,22.90085,0.44548,1,11.77681,0.170741114
157341,157380,152.6207554,23.21636936,DEV,19.16118645,19.30205459,19.5918825,19.84681898,19.99059393,0,0.46167102,21.653366,19.018583,14.562871,11.515224,10.087009,0,0,-0.1416476,0.27346194,496617,152.62077,23.21641,0.06642,3,8.51047,0.154023402
157531,157570,152.9633388,11.18983045,DEV,20.10370499,18.29767411,17.29140369,16.54872601,17.11926059,0,5.3557925,9.08904,47.965652,121.18211,240.16493,142.00243,0,0,0.18871857,0.30807194,359227,152.96333,11.1898,0.46667,1,11.89333,0.113883548
158771,158810,153.2805014,21.44452819,DEV,19.9446018,18.3217348,17.24377652,16.38776653,16.98198533,0,4.436987,10.523478,46.91439,126.616234,278.54373,161.14093,0,0,-0.07211504,-0.07621331,444641,153.28046,21.44452,0.49342,1,12.119,0.141904016
159400,159439,153.5610615,20.90606343,DEV,19.33507997,18.17176499,17.45174209,17.46254237,17.71356455,0,2.142729,18.448795,53.86343,104.544975,103.51018,82.143684,0,0,-0.058231954,0.091253735,414938,153.56105,20.90611,0.23585,1,11.02305,0.172047985
159872,159911,153.91325,6.319623047,DEV,19.1428698,18.21044486,17.45799083,17.20981858,17.53856541,0,1.9669656,22.021763,51.9783,103.945015,130.63892,96.51034,0,0,-0.50747854,0.17692123,218246,153.91319,6.31967,0.10745,1,10.41037,0.27311962
159900,159939,154.019098,10.18076029,DEV,20.06052678,18.26545616,17.2253787,16.41834744,16.93982926,0,4.2296014,9.457782,49.410305,128.78003,270.8077,167.52063,0,0,-0.04304742,-0.45241854,359240,154.01913,10.18073,0.47072,2,11.96878,0.157196915
160430,160469,154.2214821,32.35446472,DEV,19.8556545,18.35627763,17.27657843,16.64797573,17.00924339,0,6.017963,11.421896,45.445297,122.84815,219.18443,157.14575,0,0,-0.2341554,0.1735574,472833,154.22153,32.35447,0.28738,1,11.49252,0.14702495
160692,160732,154.4018614,14.39544955,DEV,20.10049339,18.35939809,17.29347494,16.6441431,17.28155684,0,4.9474277,9.115965,45.314873,120.95116,219.95952,122.28615,0,0,-0.06291725,-0.06999988,360380,154.4019,14.39545,0.50422,1,12.12662,0.134624489
161034,161074,154.504,18.64458836,DEV,20.16521526,18.30940551,17.2720972,16.47470792,17.05160879,0,3.2570782,8.588432,47.450172,123.35624,257.10873,151.13202,0,0,0.14986369,0.17918175,444642,154.50401,18.64458,0.46821,1,12.28531,0.045456163
161368,161408,154.8461161,12.85491062,DEV,20.0400711,18.20192874,17.23170434,16.66580593,17.25187688,0,4.792669,9.637659,52.3876,128.03192,215.61433,125.6751,0,0,0.047549706,0.0713115,325666,154.84615,12.8549,0.43498,1,11.89853,0.124917233
161403,161443,154.885151,18.91821125,DEV,19.44320716,18.0661073,17.29461193,17.15714956,17.61468792,0,9.319383,16.700026,59.368637,120.82456,137.13243,89.97562,0,0,0.040279243,0.45069906,422424,154.88509,18.9182,0.42622,1,11.0184,0.211492241
161503,161543,154.8942866,-1.10610786,DEV,20.06037362,18.76892182,17.82783126,17.18646401,17.73850596,0,7.75984,9.459116,31.07644,73.937965,133.47945,80.2782,0,0,-0.07391659,0.23887008,34960,154.89429,-1.10605,0.57051,1,11.72774,0.20866164
162119,162159,155.1323328,30.24174299,DEV,19.9324181,18.2635803,17.12737247,16.44608206,16.99807176,0,6.45314,10.642233,49.495747,140.94543,263.97766,158.77104,0,0,0.28624922,0.21802978,472518,155.1324,30.24178,0.50792,1,11.84348,0.247778879
162140,162180,155.0063364,32.20648017,DEV,20.18435166,18.5789443,17.52614125,16.98813207,17.36634372,0,3.0871904,8.438385,37.018795,97.621056,160.23123,113.099976,0,0,0.3418959,0.058589395,506540,155.00632,32.20649,0.29748,1,11.86359,0.061155203
162338,162378,155.2389673,24.73144567,DEV,19.71378875,18.36850759,17.54511017,17.21572213,17.48934986,0,3.9576917,13.016209,44.936264,95.93033,129.93051,100.98574,0,0,0.07430417,-0.14362921,497482,155.23897,24.73145,0.272,1,11.01417,0.017954282
162427,162467,155.2806404,13.52898937,DEV,19.10639961,18.14706007,17.49007867,18.28626709,18.40375305,0,6.2051735,22.774044,55.103092,100.91798,48.472248,43.500954,0,0,0.15397869,-0.1750599,298114,155.28059,13.52896,0.32427,1,10.38193,0.205633084
162665,162706,155.4655278,14.62276841,DEV,19.33672871,18.32747485,17.51656846,17.48224603,17.54334895,0,4.273225,18.420801,46.66702,98.48557,101.64864,96.08607,0,0,0.12774937,0.2560729,346628,155.46556,14.6228,0.24493,1,10.28116,0.159783016
163068,163109,155.572811,17.62068086,DEV,19.7693501,18.13936486,17.27927394,16.95281933,17.54593823,0,3.8896155,12.366875,55.495026,122.54354,165.5283,95.85719,0,0,-0.045166656,0.037797615,382873,155.57281,17.62067,0.32659,1,11.64046,0.03923941
163459,163500,155.6419519,18.10352891,DEV,19.9942626,18.54711519,17.63636332,17.28001911,17.75021245,0,7.2160316,10.052983,38.12009,88.197174,122.459465,79.41728,0,0,0.024971507,0.15986808,382782,155.64195,18.10354,0.46899,1,11.45474,0.040487999
163829,163870,155.881005,22.35345928,DEV,19.42301741,18.23358354,17.3091593,16.89739933,16.91393211,0,4.1203055,17.013475,50.882282,119.21648,174.19684,171.56439,0,0,0.095411494,0.22773425,507043,155.88094,22.35345,0.24837,1,11.67934,0.21897252
164060,164101,155.865177,29.63751451,DEV,19.77086158,18.09612333,17.07567659,16.29133626,16.81816757,0,5.6246142,12.34967,57.749825,147.8187,304.4146,187.3842,0,0,-0.016585764,0.17189285,506920,155.86514,29.63754,0.45612,1,12.08908,0.147752687
164220,164261,156.1673944,17.17321796,DEV,20.06355879,19.43314976,18.56274082,17.45423511,17.72248892,0,2.7832966,9.431407,16.85544,37.575405,104.3052,81.47126,0,0,0.094074905,-0.11702966,339667,156.1674,17.17321,0.77285,1,11.47244,0.034505816
164260,164301,156.1443316,21.06292307,DEV,20.1229628,18.30677666,17.29239531,16.67820151,17.18413275,0,6.440036,8.929248,47.5652,121.07149,213.16672,133.76636,0,0,-0.01473661,0.3561153,414716,156.14427,21.06289,0.46596,2,11.77174,0.23862943
165485,165527,156.5261418,-2.778970448,DEV,20.03372844,18.52356567,17.62949342,17.48942221,18.09983581,0,4.525986,9.694125,38.955944,88.757,100.97901,57.552696,0,0,-0.23322175,-0.07544932,26977,156.52612,-2.77897,0.44918,1,11.9312,0.078303736
165851,165893,156.8492045,-2.449173433,DEV,20.11234974,18.94290717,18.20924718,17.93723386,18.12951936,0,4.9278464,9.016959,26.47507,52.035667,66.85078,56.000546,0,0,-0.19649597,-0.44217673,33154,156.84917,-2.4491,0.42587,1,10.80629,0.292088314
167158,167200,157.3723352,6.968658928,DEV,19.75457328,19.1449423,18.56215954,17.90126978,17.54588103,0,1.2347,12.536338,21.979767,37.595528,69.102234,95.86224,0,0,-0.18959387,-0.1940453,218699,157.37228,6.96866,0.23461,1,10.55516,0.197461968
167368,167410,157.607366,13.20777945,DEV,20.09250634,18.9103804,17.93005719,17.33711653,17.36699239,0,2.2964664,9.183272,27.280218,67.29412,116.18589,113.032425,0,0,0.24837716,0.21220581,326716,157.60738,13.20778,0.20042,1,10.66002,0.049104379
167823,167865,157.7267593,10.58352326,DEV,19.7216578,19.12184472,18.57405722,18.14171244,18.43382398,0,1.193214,12.922213,22.452366,37.1858,55.375164,42.312668,0,0,0.22155815,-0.31528553,304036,157.72682,10.5836,0.12778,1,9.91777,0.350023512
168781,168823,158.1728243,17.58312633,DEV,19.56191048,18.75004645,18.12353586,18.75153809,19.07725591,0,5.5545444,14.970483,31.621424,56.310017,31.57801,23.393631,0,0,-0.01143332,-0.005931874,350564,158.17278,17.58301,0.37611,1,10.62218,0.445578331
169378,169420,158.5674868,20.97440568,DEV,19.95495186,18.83708091,18.07051334,17.88366556,18.67758819,0,3.5416675,10.423636,29.185534,59.1282,70.2318,33.803738,0,0,-0.13671094,-0.085984126,425254,158.56754,20.9744,0.48848,1,11.24032,0.180090721
170651,170693,159.0306618,20.982353,DEV,20.11449877,18.71277661,17.77901362,17.31448186,17.8827138,0,3.4522114,8.999129,32.72573,77.33829,118.63348,70.29339,0,0,-0.13369536,-0.1335502,425265,159.03069,20.98232,0.4744,1,11.48331,0.152002475
170778,170820,159.060807,-2.376115057,DEV,19.88437281,18.15480431,16.83218047,16.04952253,16.74404572,0,13.624,11.123741,54.711456,184.9813,380.35663,200.62346,0,0,-0.042304277,-0.33361724,27531,159.06076,-2.37605,0.59782,1,11.98014,0.288788544
170842,170884,159.2869327,12.58236776,DEV,20.16745592,18.68644593,17.67182293,17.38613255,17.79871125,0,5.9007134,8.570726,33.52908,85.36323,111.05727,75.94785,0,0,-0.006991787,0.44418496,326201,159.28696,12.58243,0.41281,1,11.21781,0.243794002
170855,170897,158.9883926,13.28989323,DEV,19.40073315,19.03833406,18.24774792,18.86950821,19.25703267,0,9.0128,17.366278,24.247467,50.22279,28.326748,19.823801,0,0,-0.08701566,-0.4017281,296232,158.98849,13.28981,0.09139,1,9.35039,0.454219439
171133,171176,159.259565,33.44307607,DEV,19.59037953,19.63948201,19.75981301,20.14541602,20.15595363,0,1.92274,14.583044,13.938216,12.475984,8.746486,8.662007,0,0,0.10964227,-0.1555698,471566,159.25949,33.44304,0.08979,1,8.55979,0.259986206
171296,171339,159.2816108,20.41753006,DEV,20.185912,18.9718106,17.99445142,17.4129421,18.02728879,0,5.895426,8.426267,25.779575,63.419006,108.348564,61.529655,0,0,0.041648176,-0.017854359,418782,159.28156,20.41757,0.58657,1,11.84507,0.223691248
171345,171388,159.1816269,32.9160543,DEV,20.1499829,18.93337649,17.73809784,16.83236615,17.56407031,0,4.1027055,8.709773,26.708494,80.30838,184.94966,94.269646,0,0,-0.016924756,-0.034962542,474132,159.18159,32.91604,0.60976,1,12.34775,0.122949996
171466,171509,159.5488555,22.10335696,DEV,20.10931712,18.91216206,17.9460376,17.43752521,17.61465819,0,2.8225634,9.04218,27.235489,66.310905,105.92291,89.97808,0,0,-0.106778294,0.2650667,467232,159.54887,22.10336,0.19334,1,10.54217,0.049456493
171609,171652,159.5238216,10.76795728,DEV,19.67542156,19.67293173,19.69489692,22.53812299,20.6288939,0,2.4098446,13.484392,13.51535,13.244673,0.9654967,5.6032815,0,0,-0.10845068,-0.1902414,304071,159.52383,10.76796,0.08893,1,8.5048,0.031157052
